[[,Unnamed: 0,daymonth_category,daymonth,weather,max_temp,min_temp,wind,rain,humidity,cloud,pressure,year,weathervalue,avg_temp
394,11/26/2020 5:38:04,03/11/2020,03/11/2020,Cloudy,19,8,12,0.2,32,57,1018,2012,4,13.5
395,11/26/2020 5:38:11,03/11/2020,03/11/2020,Cloudy,19,8,12,0.2,32,57,1018,2012,4,13.5
396,11/26/2020 5:38:29,03/11/2020,03/11/2020,Sunny,27,13,10,0,29,7,1014,2013,1,20
397,11/26/2020 5:39:15,03/12/2020,03/12/2020,Sunny,29,11,8,0,24,2,1014,2009,1,20
398,11/26/2020 5:39:32,03/12/2020,03/12/2020,Sunny,28,15,10,0,38,11,1018,2010,1,21.5
399,11/26/2020 5:39:47,03/12/2020,03/12/2020,Sunny,26,11,8,0,41,14,1013,2011,1,18.5
400,11/26/2020 5:40:01,03/12/2020,03/12/2020,partly cloudy,18,9,16,0.6,42,56,1018,2012,7,13.5
401,11/26/2020 5:40:08,03/12/2020,03/12/2020,partly cloudy,18,9,16,0.6,42,56,1018,2012,7,13.5
402,11/26/2020 5:40:27,03/12/2020,03/12/2020,Sunny,27,16,11,0,27,27,1014,2013,1,21.5
403,11/26/2020 5:41:12,03/13/2020,03/13/2020,Sunny,30,13,9,0,21,14,1015,2009,1,21.5
404,11/26/2020 5:41:29,03/13/2020,03/13/2020,Sunny,29,14,10,0.1,41,9,1014,2010,1,21.5
405,11/26/2020 5:41:44,03/13/2020,03/13/2020,Sunny,28,12,9,0,41,7,1013,2011,1,20
406,11/26/2020 5:41:59,03/13/2020,03/13/2020,Sunny,19,7,10,0.2,50,26,1019,2012,1,13
407,11/26/2020 5:42:06,03/13/2020,03/13/2020,Sunny,19,7,10,0.2,50,26,1019,2012,1,13
408,11/26/2020 5:42:24,03/13/2020,03/13/2020,partly cloudy,22,14,12,0.6,53,61,1015,2013,7,18
409,11/26/2020 5:43:10,03/14/2020,03/14/2020,Sunny,30,13,8,0,21,15,1016,2009,1,21.5
410,11/26/2020 5:43:27,03/14/2020,03/14/2020,Sunny,30,14,10,0,36,6,1011,2010,1,22
411,11/26/2020 5:43:56,03/14/2020,03/14/2020,Sunny,21,9,9,0,42,7,1018,2012,1,15
412,11/26/2020 5:44:03,03/14/2020,03/14/2020,Sunny,21,9,9,0,42,7,1018,2012,1,15
413,11/26/2020 5:44:22,03/14/2020,03/14/2020,Thundery outbreaks possible,19,13,7,9.9,70,40,1016,2013,9,16
414,11/26/2020 5:45:07,03/15/2020,03/15/2020,Sunny,30,13,8,0,24,6,1013,2009,1,21.5
415,11/26/2020 5:45:24,03/15/2020,03/15/2020,Sunny,31,14,9,0,31,5,1011,2010,1,22.5
416,11/26/2020 5:45:39,03/15/2020,03/15/2020,partly cloudy,32,14,10,0,33,28,1014,2011,7,23
417,11/26/2020 5:45:53,03/15/2020,03/15/2020,Sunny,24,10,9,0,33,15,1016,2012,1,17
418,11/26/2020 5:46:00,03/15/2020,03/15/2020,Sunny,24,10,9,0,33,15,1016,2012,1,17
419,11/26/2020 5:46:19,03/15/2020,03/15/2020,Sunny,23,11,8,0,45,5,1019,2013,1,17
420,11/26/2020 5:47:05,03/16/2020,03/16/2020,Sunny,29,15,8,0,28,16,1012,2009,1,22
421,11/26/2020 5:47:21,03/16/2020,03/16/2020,Sunny,33,15,9,0,31,1,1014,2010,1,24
422,11/26/2020 5:47:37,03/16/2020,03/16/2020,Sunny,32,15,9,0,27,29,1012,2011,1,23.5
423,11/26/2020 5:47:51,03/16/2020,03/16/2020,Sunny,25,14,8,0.1,35,24,1014,2012,1,19.5
424,11/26/2020 5:47:58,03/16/2020,03/16/2020,Sunny,25,14,8,0.1,35,24,1014,2012,1,19.5
425,11/26/2020 5:48:16,03/16/2020,03/16/2020,Sunny,25,12,10,0,34,7,1018,2013,1,18.5
426,11/26/2020 5:49:02,03/17/2020,03/17/2020,Sunny,29,15,8,0.8,39,15,1013,2009,1,22
427,11/26/2020 5:49:19,03/17/2020,03/17/2020,Sunny,32,16,8,0,29,1,1018,2010,1,24
428,11/26/2020 5:49:34,03/17/2020,03/17/2020,Sunny,31,16,9,0.3,35,28,1009,2011,1,23.5
429,11/26/2020 5:49:48,03/17/2020,03/17/2020,Sunny,26,13,9,0.1,40,17,1013,2012,1,19.5
430,11/26/2020 5:49:55,03/17/2020,03/17/2020,Sunny,26,13,9,0.1,40,17,1013,2012,1,19.5
431,11/26/2020 5:50:14,03/17/2020,03/17/2020,Sunny,23,13,10,0.2,36,13,1019,2013,1,18
432,11/26/2020 5:50:59,03/18/2020,03/18/2020,Thundery outbreaks possible,24,14,7,0.4,48,27,1014,2009,9,19
433,11/26/2020 5:51:16,03/18/2020,03/18/2020,Sunny,33,16,9,0,30,6,1019,2010,1,24.5
434,11/26/2020 5:51:31,03/18/2020,03/18/2020,Patchy rain possible,29,13,10,6.9,60,20,1007,2011,10,21
435,11/26/2020 5:51:45,03/18/2020,03/18/2020,Sunny,29,15,10,0,33,11,1014,2012,1,22
436,11/26/2020 5:51:52,03/18/2020,03/18/2020,Sunny,29,15,10,0,33,11,1014,2012,1,22
437,11/26/2020 5:52:11,03/18/2020,03/18/2020,Sunny,25,13,10,0.1,37,20,1013,2013,1,19
438,11/26/2020 5:52:57,03/19/2020,03/19/2020,Sunny,28,14,7,0.1,43,20,1011,2009,1,21
439,11/26/2020 5:53:13,03/19/2020,03/19/2020,Sunny,34,16,8,0,29,1,1014,2010,1,25
440,11/26/2020 5:53:29,03/19/2020,03/19/2020,Moderate or heavy rain shower,21,12,8,16.4,80,21,1001,2011,12,16.5
441,11/26/2020 5:54:09,03/19/2020,03/19/2020,Sunny,28,14,9,0,35,9,1010,2013,1,21
442,11/26/2020 5:56:21,03/20/2020,03/20/2020,Patchy rain possible,21,12,8,3.7,61,28,1011,2009,10,16.5
443,11/26/2020 5:56:38,03/20/2020,03/20/2020,Sunny,35,17,8,0,30,12,1012,2010,1,26
444,11/26/2020 5:56:53,03/20/2020,03/20/2020,Sunny,25,10,8,0.4,54,2,1007,2011,1,17.5
445,11/26/2020 5:57:15,03/20/2020,03/20/2020,Sunny,25,10,8,0.4,54,2,1007,2011,1,17.5
446,11/26/2020 5:57:33,03/20/2020,03/20/2020,partly cloudy,25,16,9,0.8,42,42,1014,2013,7,20.5
447,11/26/2020 5:58:19,03/21/2020,03/21/2020,Sunny,25,10,8,0,47,8,1014,2009,1,17.5
448,11/26/2020 5:58:35,03/21/2020,03/21/2020,Sunny,34,20,10,0,29,21,1010,2010,1,27
449,11/26/2020 5:58:51,03/21/2020,03/21/2020,Sunny,26,10,10,0,45,1,1011,2011,1,18
450,11/26/2020 5:59:05,03/21/2020,03/21/2020,Sunny,22,8,9,0,40,0,1015,2012,1,15
451,11/26/2020 5:59:12,03/21/2020,03/21/2020,Sunny,22,8,9,0,40,0,1015,2012,1,15
452,11/26/2020 5:59:31,03/21/2020,03/21/2020,Sunny,27,14,12,0.1,43,14,1013,2013,1,20.5
453,11/26/2020 6:00:16,03/22/2020,03/22/2020,Sunny,27,12,9,0,31,5,1014,2009,1,19.5
454,11/26/2020 6:00:33,03/22/2020,03/22/2020,Sunny,34,19,10,0,32,11,1005,2010,1,26.5
455,11/26/2020 6:00:48,03/22/2020,03/22/2020,Sunny,28,11,9,0,40,10,1012,2011,1,19.5
456,11/26/2020 6:01:02,03/22/2020,03/22/2020,Sunny,25,11,10,0,30,3,1015,2012,1,18
457,11/26/2020 6:01:09,03/22/2020,03/22/2020,Sunny,25,11,10,0,30,3,1015,2012,1,18
458,11/26/2020 6:01:28,03/22/2020,03/22/2020,Sunny,28,14,9,0,33,26,1008,2013,1,21
459,11/26/2020 6:02:13,03/23/2020,03/23/2020,Sunny,28,13,10,0,32,25,1015,2009,1,20.5
460,11/26/2020 6:02:30,03/23/2020,03/23/2020,Sunny,34,20,9,0,29,4,1004,2010,1,27
461,11/26/2020 6:02:46,03/23/2020,03/23/2020,Sunny,30,12,10,0,38,7,1013,2011,1,21
462,11/26/2020 6:03:00,03/23/2020,03/23/2020,Sunny,27,12,9,0,23,16,1016,2012,1,19.5
463,11/26/2020 6:03:07,03/23/2020,03/23/2020,Sunny,27,12,9,0,23,16,1016,2012,1,19.5
464,11/26/2020 6:03:26,03/23/2020,03/23/2020,partly cloudy,24,14,9,16.7,46,49,1011,2013,7,19
465,11/26/2020 6:04:11,03/24/2020,03/24/2020,partly cloudy,22,13,10,6,66,66,1016,2009,7,17.5
466,11/26/2020 6:04:28,03/24/2020,03/24/2020,Sunny,34,17,9,0,26,6,1007,2010,1,25.5
467,11/26/2020 6:04:43,03/24/2020,03/24/2020,Sunny,30,13,8,0,34,5,1013,2011,1,21.5
468,11/26/2020 6:04:57,03/24/2020,03/24/2020,Sunny,28,13,12,0,28,11,1016,2012,1,20.5
469,11/26/2020 6:05:04,03/24/2020,03/24/2020,Sunny,28,13,12,0,28,11,1016,2012,1,20.5
470,11/26/2020 6:05:23,03/24/2020,03/24/2020,Light rain shower,19,12,14,7.2,70,40,1016,2013,16,15.5
471,11/26/2020 6:06:08,03/25/2020,03/25/2020,Sunny,24,11,5,1.5,68,35,1013,2009,1,17.5
472,11/26/2020 6:06:25,03/25/2020,03/25/2020,Cloudy,34,17,9,0,25,53,1008,2010,4,25.5
473,11/26/2020 6:06:40,03/25/2020,03/25/2020,Sunny,31,14,9,0,34,3,1013,2011,1,22.5
474,11/26/2020 6:06:54,03/25/2020,03/25/2020,partly cloudy,27,17,9,0.3,34,45,1016,2012,7,22
475,11/26/2020 6:07:01,03/25/2020,03/25/2020,partly cloudy,27,17,9,0.3,34,45,1016,2012,7,22
476,11/26/2020 6:07:20,03/25/2020,03/25/2020,Sunny,24,11,11,0,47,2,1014,2013,1,17.5
477,11/26/2020 6:08:06,03/26/2020,03/26/2020,Sunny,26,12,9,0,51,10,1012,2009,1,19
478,11/26/2020 6:08:22,03/26/2020,03/26/2020,Sunny,33,19,13,0.1,26,5,1009,2010,1,26
479,11/26/2020 6:08:38,03/26/2020,03/26/2020,Sunny,31,14,9,1.8,48,8,1012,2011,1,22.5
480,11/26/2020 6:08:52,03/26/2020,03/26/2020,Sunny,24,14,8,2.6,48,17,1016,2012,1,19
481,11/26/2020 6:08:59,03/26/2020,03/26/2020,Sunny,24,14,8,2.6,48,17,1016,2012,1,19
482,11/26/2020 6:09:18,03/26/2020,03/26/2020,Sunny,26,13,7,0,36,31,1010,2013,1,19.5
483,11/26/2020 6:10:03,03/27/2020,03/27/2020,partly cloudy,25,14,8,0.5,53,26,1011,2009,7,19.5
484,11/26/2020 6:10:20,03/27/2020,03/27/2020,Sunny,33,17,13,0.1,30,4,1011,2010,1,25
485,11/26/2020 6:10:35,03/27/2020,03/27/2020,Sunny,28,14,11,2.5,49,17,1012,2011,1,21
486,11/26/2020 6:10:49,03/27/2020,03/27/2020,partly cloudy,26,14,10,0,33,32,1017,2012,7,20
487,11/26/2020 6:10:56,03/27/2020,03/27/2020,partly cloudy,26,14,10,0,33,32,1017,2012,7,20
488,11/26/2020 6:11:15,03/27/2020,03/27/2020,Sunny,28,15,9,0,28,15,1010,2013,1,21.5
489,11/26/2020 6:12:01,03/28/2020,03/28/2020,partly cloudy,23,12,7,0.7,68,34,1015,2009,7,17.5
490,11/26/2020 6:12:17,03/28/2020,03/28/2020,Sunny,33,18,11,0,28,12,1010,2010,1,25.5
491,11/26/2020 6:12:33,03/28/2020,03/28/2020,Light rain shower,23,13,14,8.5,74,30,1011,2011,16,18
492,11/26/2020 6:12:47,03/28/2020,03/28/2020,Sunny,27,14,10,0,36,10,1018,2012,1,20.5
493,11/26/2020 6:12:54,03/28/2020,03/28/2020,Sunny,27,14,10,0,36,10,1018,2012,1,20.5
494,11/26/2020 6:13:13,03/28/2020,03/28/2020,Sunny,27,15,13,0,33,9,1012,2013,1,21
495,11/26/2020 6:13:58,03/29/2020,03/29/2020,Thundery outbreaks possible,23,13,7,3.4,73,44,1012,2009,9,18
496,11/26/2020 6:14:15,03/29/2020,03/29/2020,Sunny,33,20,11,0.3,35,16,1009,2010,1,26.5
497,11/26/2020 6:14:30,03/29/2020,03/29/2020,Sunny,25,11,10,1.2,62,12,1012,2011,1,18
498,11/26/2020 6:14:44,03/29/2020,03/29/2020,Sunny,29,15,11,0,34,14,1014,2012,1,22
499,11/26/2020 6:14:51,03/29/2020,03/29/2020,Sunny,29,15,11,0,34,14,1014,2012,1,22
500,11/26/2020 6:15:10,03/29/2020,03/29/2020,Sunny,27,15,7,0,37,12,1012,2013,1,21
501,11/26/2020 6:15:55,03/30/2020,03/30/2020,Sunny,26,12,9,0,54,7,1013,2009,1,19
502,11/26/2020 6:16:12,03/30/2020,03/30/2020,Sunny,31,17,11,0.1,35,5,1007,2010,1,24
503,11/26/2020 6:16:27,03/30/2020,03/30/2020,Sunny,25,12,8,0.4,50,9,1014,2011,1,18.5
504,11/26/2020 6:16:41,03/30/2020,03/30/2020,Sunny,32,17,9,0,27,8,1009,2012,1,24.5
505,11/26/2020 6:16:49,03/30/2020,03/30/2020,Sunny,32,17,9,0,27,8,1009,2012,1,24.5
506,11/26/2020 6:17:07,03/30/2020,03/30/2020,Sunny,28,15,9,0,39,7,1009,2013,1,21.5
507,11/26/2020 6:18:47,04/01/2020,04/01/2020,Sunny,28,13,7,0,34,14,1010,2009,1,20.5
508,11/26/2020 6:19:09,04/01/2020,04/01/2020,Sunny,31,16,10,0,22,8,1008,2010,1,23.5
509,11/26/2020 6:19:29,04/01/2020,04/01/2020,Sunny,24,12,10,4.1,54,16,1012,2011,1,18
510,11/26/2020 6:19:48,04/01/2020,04/01/2020,Sunny,30,20,12,0.6,27,18,1015,2012,1,25
511,11/26/2020 6:19:57,04/01/2020,04/01/2020,Sunny,30,20,12,0.6,27,18,1015,2012,1,25
512,11/26/2020 6:20:22,04/01/2020,04/01/2020,Sunny,28,17,11,3.4,42,12,1011,2013,1,22.5
513,11/26/2020 6:21:22,04/02/2020,04/02/2020,Sunny,29,16,10,0.5,46,24,1010,2009,1,22.5
514,11/26/2020 6:21:44,04/02/2020,04/02/2020,Sunny,31,17,10,0.3,28,12,1009,2010,1,24
515,11/26/2020 6:22:04,04/02/2020,04/02/2020,Sunny,24,11,10,5,61,22,1014,2011,1,17.5
516,11/26/2020 6:22:23,04/02/2020,04/02/2020,Sunny,31,19,10,1.4,39,11,1014,2012,1,25
517,11/26/2020 6:22:32,04/02/2020,04/02/2020,Sunny,31,19,10,1.4,39,11,1014,2012,1,25
518,11/26/2020 6:22:57,04/02/2020,04/02/2020,partly cloudy,27,15,12,4,45,33,1014,2013,7,21
519,11/26/2020 6:23:57,04/03/2020,04/03/2020,Sunny,27,15,7,0.2,53,18,1012,2009,1,21
520,11/26/2020 6:24:19,04/03/2020,04/03/2020,Sunny,30,15,9,0.5,36,19,1013,2010,1,22.5
521,11/26/2020 6:24:40,04/03/2020,04/03/2020,Sunny,24,10,8,1.4,50,13,1014,2011,1,17
522,11/26/2020 6:24:59,04/03/2020,04/03/2020,Sunny,30,18,10,2.1,39,7,1015,2012,1,24
523,11/26/2020 6:25:08,04/03/2020,04/03/2020,Sunny,30,18,10,2.1,39,7,1015,2012,1,24
524,11/26/2020 6:25:33,04/03/2020,04/03/2020,Sunny,27,15,11,0.1,35,11,1013,2013,1,21
525,11/26/2020 6:26:32,04/04/2020,04/04/2020,Sunny,30,15,12,0,35,6,1013,2009,1,22.5
526,11/26/2020 6:26:55,04/04/2020,04/04/2020,Sunny,32,16,10,0.4,34,5,1013,2010,1,24
527,11/26/2020 6:27:15,04/04/2020,04/04/2020,Patchy rain possible,23,9,12,1.7,52,30,1014,2011,10,16
528,11/26/2020 6:27:34,04/04/2020,04/04/2020,Sunny,32,18,10,0.1,32,2,1012,2012,1,25
529,11/26/2020 6:27:43,04/04/2020,04/04/2020,Sunny,32,18,10,0.1,32,2,1012,2012,1,25
530,11/26/2020 6:28:08,04/04/2020,04/04/2020,Sunny,26,14,13,0.6,36,2,1011,2013,1,20
531,11/26/2020 6:29:08,04/05/2020,04/05/2020,Sunny,28,14,8,0,39,17,1012,2009,1,21
532,11/26/2020 6:29:30,04/05/2020,04/05/2020,Sunny,31,16,12,0.2,28,5,1013,2010,1,23.5
533,11/26/2020 6:29:50,04/05/2020,04/05/2020,Sunny,24,11,9,0.4,51,19,1016,2011,1,17.5
534,11/26/2020 6:30:09,04/05/2020,04/05/2020,Sunny,32,19,11,1.5,30,5,1010,2012,1,25.5
535,11/26/2020 6:30:18,04/05/2020,04/05/2020,Sunny,32,19,11,1.5,30,5,1010,2012,1,25.5
536,11/26/2020 6:30:43,04/05/2020,04/05/2020,Sunny,27,14,12,0,26,1,1009,2013,1,20.5
537,11/26/2020 6:31:43,04/06/2020,04/06/2020,Patchy light drizzle,18,14,10,2.3,66,38,1011,2009,14,16
538,11/26/2020 6:32:05,04/06/2020,04/06/2020,Sunny,34,15,12,0,22,2,1012,2010,1,24.5
539,11/26/2020 6:32:26,04/06/2020,04/06/2020,Sunny,25,10,8,0,39,21,1016,2011,1,17.5
540,11/26/2020 6:32:44,04/06/2020,04/06/2020,Sunny,30,18,11,0.5,30,15,1009,2012,1,24
541,11/26/2020 6:32:54,04/06/2020,04/06/2020,Sunny,30,18,11,0.5,30,15,1009,2012,1,24
542,11/26/2020 6:33:19,04/06/2020,04/06/2020,Sunny,29,14,12,0,22,12,1009,2013,1,21.5
543,11/26/2020 6:34:18,04/07/2020,04/07/2020,Patchy rain possible,25,13,6,1.3,56,41,1011,2009,10,19
544,11/26/2020 6:34:40,04/07/2020,04/07/2020,Sunny,35,17,11,0,19,14,1012,2010,1,26
545,11/26/2020 6:35:01,04/07/2020,04/07/2020,Sunny,27,10,9,0,32,1,1016,2011,1,18.5
546,11/26/2020 6:35:20,04/07/2020,04/07/2020,Sunny,30,18,11,1.5,36,20,1009,2012,1,24
547,11/26/2020 6:35:30,04/07/2020,04/07/2020,Sunny,30,18,11,1.5,36,20,1009,2012,1,24
548,11/26/2020 6:35:54,04/07/2020,04/07/2020,Sunny,30,17,12,0,25,22,1009,2013,1,23.5
549,11/26/2020 6:36:53,04/08/2020,04/08/2020,partly cloudy,18,13,9,4.4,73,43,1010,2009,7,15.5
550,11/26/2020 6:37:16,04/08/2020,04/08/2020,Sunny,36,18,11,0,20,16,1014,2010,1,27
551,11/26/2020 6:37:36,04/08/2020,04/08/2020,Sunny,28,11,9,0,32,17,1014,2011,1,19.5
552,11/26/2020 6:37:55,04/08/2020,04/08/2020,Sunny,31,19,10,0.5,36,17,1009,2012,1,25
553,11/26/2020 6:38:04,04/08/2020,04/08/2020,Sunny,31,19,10,0.5,36,17,1009,2012,1,25
554,11/26/2020 6:38:29,04/08/2020,04/08/2020,Sunny,30,17,12,0.4,33,18,1009,2013,1,23.5
555,11/26/2020 6:39:29,04/09/2020,04/09/2020,Sunny,24,12,6,0.4,58,22,1015,2009,1,18
556,11/26/2020 6:39:51,04/09/2020,04/09/2020,Sunny,34,21,13,0.1,25,12,1010,2010,1,27.5
557,11/26/2020 6:40:11,04/09/2020,04/09/2020,Sunny,27,14,7,0,33,29,1015,2011,1,20.5
558,11/26/2020 6:40:30,04/09/2020,04/09/2020,Sunny,30,17,11,3.3,45,17,1009,2012,1,23.5
559,11/26/2020 6:40:39,04/09/2020,04/09/2020,Sunny,30,17,11,3.3,45,17,1009,2012,1,23.5
560,11/26/2020 6:41:04,04/09/2020,04/09/2020,Sunny,32,17,11,0.9,35,18,1010,2013,1,24.5
561,11/26/2020 6:42:04,04/10/2020,04/10/2020,Sunny,27,12,10,0,45,8,1014,2009,1,19.5
562,11/26/2020 6:42:26,04/10/2020,04/10/2020,Sunny,36,19,9,0,25,7,1005,2010,1,27.5
563,11/26/2020 6:42:47,04/10/2020,04/10/2020,Thundery outbreaks possible,27,15,11,10.9,53,41,1017,2011,9,21
564,11/26/2020 6:43:06,04/10/2020,04/10/2020,Moderate or heavy rain shower,27,18,11,12.4,59,27,1008,2012,12,22.5
565,11/26/2020 6:43:15,04/10/2020,04/10/2020,Moderate or heavy rain shower,27,18,11,12.4,59,27,1008,2012,12,22.5
566,11/26/2020 6:43:40,04/10/2020,04/10/2020,Sunny,28,18,8,0.2,37,23,1011,2013,1,23
567,11/26/2020 6:44:39,04/11/2020,04/11/2020,Sunny,28,16,9,0.2,46,18,1011,2009,1,22
568,11/26/2020 6:45:01,04/11/2020,04/11/2020,Sunny,37,22,11,0.1,24,22,1005,2010,1,29.5
569,11/26/2020 6:45:22,04/11/2020,04/11/2020,Sunny,27,13,11,4.4,61,23,1016,2011,1,20
570,11/26/2020 6:45:41,04/11/2020,04/11/2020,Thundery outbreaks possible,25,17,8,3.7,57,31,1009,2012,9,21
571,11/26/2020 6:45:50,04/11/2020,04/11/2020,Thundery outbreaks possible,25,17,8,3.7,57,31,1009,2012,9,21
572,11/26/2020 6:46:15,04/11/2020,04/11/2020,Sunny,30,17,9,0,34,6,1010,2013,1,23.5
573,11/26/2020 6:47:15,04/12/2020,04/12/2020,Sunny,32,16,8,0.1,46,11,1011,2009,1,24
574,11/26/2020 6:47:37,04/12/2020,04/12/2020,Sunny,34,22,9,0.1,35,9,1007,2010,1,28
575,11/26/2020 6:47:57,04/12/2020,04/12/2020,Sunny,28,15,7,0.4,47,12,1013,2011,1,21.5
576,11/26/2020 6:48:16,04/12/2020,04/12/2020,Sunny,26,15,9,1.1,46,10,1009,2012,1,20.5
577,11/26/2020 6:48:25,04/12/2020,04/12/2020,Sunny,26,15,9,1.1,46,10,1009,2012,1,20.5
578,11/26/2020 6:48:50,04/12/2020,04/12/2020,Sunny,31,18,8,0,32,7,1010,2013,1,24.5
579,11/26/2020 6:49:50,04/13/2020,04/13/2020,Sunny,29,17,9,0,38,12,1009,2009,1,23
580,11/26/2020 6:50:12,04/13/2020,04/13/2020,Sunny,36,19,13,0,24,0,1009,2010,1,27.5
581,11/26/2020 6:50:32,04/13/2020,04/13/2020,Sunny,30,15,8,0.2,44,5,1012,2011,1,22.5
582,11/26/2020 6:50:51,04/13/2020,04/13/2020,Sunny,27,16,9,3.7,49,27,1009,2012,1,21.5
583,11/26/2020 6:51:01,04/13/2020,04/13/2020,Sunny,27,16,9,3.7,49,27,1009,2012,1,21.5
584,11/26/2020 6:51:25,04/13/2020,04/13/2020,Sunny,32,18,9,0.1,27,6,1011,2013,1,25
585,11/26/2020 6:52:25,04/14/2020,04/14/2020,Sunny,33,19,10,0.1,37,25,1008,2009,1,26
586,11/26/2020 6:52:47,04/14/2020,04/14/2020,Sunny,38,18,10,0,18,5,1008,2010,1,28
587,11/26/2020 6:53:08,04/14/2020,04/14/2020,Sunny,31,15,8,0,39,4,1011,2011,1,23
588,11/26/2020 6:53:27,04/14/2020,04/14/2020,Sunny,23,15,10,5.2,57,21,1013,2012,1,19
589,11/26/2020 6:53:36,04/14/2020,04/14/2020,Sunny,23,15,10,5.2,57,21,1013,2012,1,19
