[[,Unnamed: 0,daymonth_category,daymonth,weather,max_temp,min_temp,wind,rain,humidity,cloud,pressure,year,weathervalue,avg_temp
789,11/26/2020 9:11:12,05/17/2020,05/17/2020,Sunny,38,23,11,0,13,0,1002,2013,1,30.5
790,11/26/2020 9:11:48,05/18/2020,05/18/2020,Sunny,42,23,10,0,14,0,1003,2009,1,32.5
791,11/26/2020 9:12:02,05/18/2020,05/18/2020,Sunny,35,22,10,0.2,40,16,1007,2010,1,28.5
792,11/26/2020 9:12:15,05/18/2020,05/18/2020,Sunny,39,26,9,0.5,23,1,1003,2011,1,32.5
793,11/26/2020 9:12:30,05/18/2020,05/18/2020,Sunny,33,19,12,1.5,31,5,1007,2012,1,26
794,11/26/2020 9:12:43,05/18/2020,05/18/2020,Sunny,40,24,13,0,13,0,1002,2013,1,32
795,11/26/2020 9:13:19,05/19/2020,05/19/2020,Sunny,42,25,12,0.1,16,10,1004,2009,1,33.5
796,11/26/2020 9:13:33,05/19/2020,05/19/2020,Sunny,36,21,13,0,28,5,1006,2010,1,28.5
797,11/26/2020 9:13:46,05/19/2020,05/19/2020,Sunny,40,26,11,0,22,0,999,2011,1,33
798,11/26/2020 9:14:01,05/19/2020,05/19/2020,Sunny,35,20,10,0,23,2,1007,2012,1,27.5
799,11/26/2020 9:14:13,05/19/2020,05/19/2020,Sunny,41,26,14,0.1,12,13,1001,2013,1,33.5
800,11/26/2020 9:14:50,05/20/2020,05/20/2020,Sunny,41,25,10,0,19,3,1004,2009,1,33
801,11/26/2020 9:15:04,05/20/2020,05/20/2020,Sunny,38,20,12,0,21,0,1004,2010,1,29
802,11/26/2020 9:15:17,05/20/2020,05/20/2020,Sunny,39,25,7,0.1,25,1,998,2011,1,32
803,11/26/2020 9:17:20,05/21/2020,05/21/2020,Sunny,36,24,11,2.7,34,5,998,2011,1,30
804,11/26/2020 9:17:41,05/21/2020,05/21/2020,Sunny,31,22,11,2.9,34,22,1007,2012,1,26.5
805,11/26/2020 9:18:24,05/22/2020,05/22/2020,Sunny,40,24,12,0,17,3,1003,2009,1,32
806,11/26/2020 9:18:38,05/22/2020,05/22/2020,partly cloudy,42,24,10,0,18,21,1003,2010,7,33
807,11/26/2020 9:18:51,05/22/2020,05/22/2020,Sunny,35,23,9,0.5,31,3,1002,2011,1,29
808,11/26/2020 9:19:05,05/22/2020,05/22/2020,Sunny,33,20,12,3.2,32,11,1007,2012,1,26.5
809,11/26/2020 9:19:18,05/22/2020,05/22/2020,Sunny,42,26,14,0,12,1,1001,2013,1,34
810,11/26/2020 9:19:55,05/23/2020,05/23/2020,Sunny,40,23,9,0,17,0,1002,2009,1,31.5
811,11/26/2020 9:20:09,05/23/2020,05/23/2020,Sunny,40,25,12,0.2,28,6,1003,2010,1,32.5
812,11/26/2020 9:20:22,05/23/2020,05/23/2020,Sunny,37,24,8,0,25,2,1004,2011,1,30.5
813,11/26/2020 9:20:36,05/23/2020,05/23/2020,Sunny,35,20,14,0,20,4,1007,2012,1,27.5
814,11/26/2020 9:20:49,05/23/2020,05/23/2020,Sunny,42,26,14,0,13,4,1000,2013,1,34
815,11/26/2020 9:23:00,05/24/2020,05/24/2020,Sunny,39,22,10,0,15,1,1001,2009,1,30.5
816,11/26/2020 9:25:17,05/24/2020,05/24/2020,Sunny,39,22,10,0,15,1,1001,2009,1,30.5
817,11/26/2020 9:26:37,05/24/2020,05/24/2020,Sunny,39,22,10,0,15,1,1001,2009,1,30.5
818,12/13/2020 3:59:02,07/01/2020,07/01/2020,Sunny,41,25,10,0,16,6,998,2009,1,33
819,12/13/2020 3:59:40,07/01/2020,07/01/2020,Sunny,41,27,12,0,24,4,999,2010,1,34
820,12/13/2020 4:00:27,07/01/2020,07/01/2020,Sunny,35,26,8,1.1,45,12,998,2012,1,30.5
821,12/13/2020 4:01:12,07/01/2020,07/01/2020,Sunny,42,29,10,0,18,1,996,2012,1,35.5
822,12/13/2020 4:01:51,07/01/2020,07/01/2020,Sunny,37,26,11,3.2,38,6,998,2013,1,31.5
823,12/13/2020 4:03:30,07/02/2020,07/02/2020,Sunny,39,25,8,0.2,24,11,997,2009,1,32
824,12/13/2020 4:07:11,07/02/2020,07/02/2020,Sunny,39,25,8,0.2,24,11,997,2009,1,32
825,12/13/2020 4:07:52,07/02/2020,07/02/2020,Sunny,40,27,9,0,21,5,1002,2010,1,33.5
826,12/13/2020 4:08:38,07/02/2020,07/02/2020,Sunny,34,26,8,1.8,44,15,998,2011,1,30
827,12/13/2020 4:09:30,07/02/2020,07/02/2020,Sunny,42,30,10,0,17,0,997,2012,1,36
828,12/13/2020 4:10:15,07/02/2020,07/02/2020,Sunny,37,27,9,0.2,30,10,997,2013,1,32
829,12/13/2020 4:11:34,07/03/2020,07/03/2020,Thundery outbreaks possible,34,25,7,2.1,36,24,1000,2009,9,29.5
830,12/13/2020 4:11:51,07/03/2020,07/03/2020,Sunny,41,26,8,0,19,4,1002,2010,1,33.5
831,12/13/2020 4:12:08,07/03/2020,07/03/2020,Sunny,35,26,6,3.4,46,19,1000,2011,1,30.5
832,12/13/2020 4:12:28,07/03/2020,07/03/2020,Sunny,42,30,9,0,18,0,993,2012,1,36
833,12/13/2020 4:12:44,07/03/2020,07/03/2020,Sunny,38,27,8,0.1,27,4,999,2013,1,32.5
834,12/13/2020 4:13:28,07/04/2020,07/04/2020,Sunny,36,24,11,0.3,28,12,1000,2009,1,30
835,12/13/2020 5:12:36,07/04/2020,07/04/2020,Sunny,36,24,11,0.3,28,12,1000,2009,1,30
836,12/13/2020 6:13:04,07/04/2020,07/04/2020,Sunny,36,24,11,0.3,28,12,1000,2009,1,30
837,12/13/2020 6:13:45,07/04/2020,07/04/2020,Sunny,40,27,9,0,21,8,1003,2010,1,33.5
838,12/13/2020 6:14:28,07/04/2020,07/04/2020,Sunny,36,26,7,0.7,38,5,1002,2011,1,31
839,12/13/2020 6:15:15,07/04/2020,07/04/2020,Sunny,42,31,11,0,20,2,993,2012,1,36.5
840,12/13/2020 6:16:15,07/04/2020,07/04/2020,Sunny,39,29,7,0,27,4,998,2013,1,34
841,12/13/2020 6:18:11,07/05/2020,07/05/2020,Sunny,38,23,9,0,25,3,1000,2009,1,30.5
842,12/13/2020 6:22:50,07/05/2020,07/05/2020,Sunny,38,23,9,0,25,3,1000,2009,1,30.5
843,12/13/2020 6:23:31,07/05/2020,07/05/2020,Sunny,40,27,9,0.1,24,7,1002,2010,1,33.5
844,12/13/2020 6:24:08,07/05/2020,07/05/2020,Sunny,37,27,8,0,31,5,1002,2011,1,32
845,12/13/2020 6:24:45,07/05/2020,07/05/2020,Sunny,41,31,12,0,21,4,994,2012,1,36
846,12/13/2020 6:25:35,07/05/2020,07/05/2020,Sunny,39,30,9,0,30,7,997,2013,1,34.5
847,12/13/2020 6:30:11,07/06/2020,07/06/2020,Sunny,41,25,11,0,17,0,998,2009,1,33
848,12/13/2020 6:30:50,07/06/2020,07/06/2020,Sunny,39,26,9,0.8,36,13,1003,2010,1,32.5
849,12/13/2020 6:31:32,07/06/2020,07/06/2020,partly cloudy,37,29,10,0.6,35,26,1002,2011,7,33
850,12/13/2020 6:32:12,07/06/2020,07/06/2020,Sunny,41,31,12,0,23,6,993,2012,1,36
851,12/13/2020 6:33:08,07/06/2020,07/06/2020,Sunny,39,30,11,0.5,38,14,999,2013,1,34.5
852,12/13/2020 6:34:31,07/07/2020,07/07/2020,Sunny,43,26,12,0,14,1,997,2009,1,34.5
853,12/13/2020 6:34:46,07/07/2020,07/07/2020,Sunny,39,26,9,0,37,12,1005,2010,1,32.5
854,12/13/2020 6:35:02,07/07/2020,07/07/2020,Patchy rain possible,36,29,10,5.2,46,23,1001,2011,10,32.5
855,12/13/2020 6:35:17,07/07/2020,07/07/2020,Sunny,38,29,12,0.4,36,22,994,2012,1,33.5
856,12/13/2020 6:35:37,07/07/2020,07/07/2020,Sunny,37,29,10,3.2,46,19,999,2013,1,33
857,12/13/2020 6:36:23,07/08/2020,07/08/2020,Sunny,43,27,10,0,13,3,997,2009,1,35
858,12/13/2020 6:36:38,07/08/2020,07/08/2020,Sunny,41,26,8,0.1,31,12,1004,2010,1,33.5
859,12/13/2020 6:36:54,07/08/2020,07/08/2020,Sunny,35,27,8,4.1,50,15,1003,2011,1,31
860,12/13/2020 6:37:09,07/08/2020,07/08/2020,Sunny,37,28,9,2.6,42,18,997,2012,1,32.5
861,12/13/2020 6:37:29,07/08/2020,07/08/2020,Patchy rain possible,37,28,10,2.8,44,16,997,2013,10,32.5
862,12/13/2020 6:38:27,07/09/2020,07/09/2020,Sunny,42,28,10,0,17,1,999,2009,1,35
863,12/13/2020 6:38:42,07/09/2020,07/09/2020,Sunny,42,28,7,0,26,12,1001,2010,1,35
864,12/13/2020 6:38:58,07/09/2020,07/09/2020,Sunny,34,27,7,2.6,48,15,1002,2011,1,30.5
865,12/13/2020 6:39:13,07/09/2020,07/09/2020,Patchy rain possible,37,28,8,3.1,43,21,999,2012,10,32.5
866,12/13/2020 6:39:34,07/09/2020,07/09/2020,Patchy rain possible,36,28,10,1.9,45,23,997,2013,10,32
867,12/13/2020 6:41:43,07/09/2020,07/09/2020,Sunny,42,28,10,0,17,1,999,2009,1,35
868,12/13/2020 6:41:58,07/09/2020,07/09/2020,Sunny,42,28,7,0,26,12,1001,2010,1,35
869,12/13/2020 6:42:14,07/09/2020,07/09/2020,Sunny,34,27,7,2.6,48,15,1002,2011,1,30.5
870,12/13/2020 6:42:29,07/09/2020,07/09/2020,Patchy rain possible,37,28,8,3.1,43,21,999,2012,10,32.5
871,12/13/2020 6:42:50,07/09/2020,07/09/2020,Patchy rain possible,36,28,10,1.9,45,23,997,2013,10,32
872,12/13/2020 6:43:39,07/10/2020,07/10/2020,Sunny,41,27,11,0,21,5,1000,2009,1,34
873,12/13/2020 6:43:54,07/10/2020,07/10/2020,Sunny,43,29,10,0.1,24,9,998,2010,1,36
874,12/13/2020 6:44:09,07/10/2020,07/10/2020,Sunny,35,26,7,1.2,43,14,1001,2011,1,30.5
875,12/13/2020 6:44:24,07/10/2020,07/10/2020,Sunny,38,28,8,1.7,38,10,1000,2012,1,33
876,12/13/2020 6:44:45,07/10/2020,07/10/2020,Sunny,34,26,8,3.5,45,19,998,2013,1,30
877,12/13/2020 6:46:03,07/11/2020,07/11/2020,Sunny,42,27,8,0,23,5,999,2009,1,34.5
878,12/13/2020 6:46:18,07/11/2020,07/11/2020,Sunny,43,29,10,0,23,3,997,2010,1,36
879,12/13/2020 6:46:34,07/11/2020,07/11/2020,Sunny,35,26,6,2.5,44,10,999,2011,1,30.5
880,12/13/2020 6:46:49,07/11/2020,07/11/2020,Sunny,38,29,8,0.7,37,13,1000,2012,1,33.5
881,12/13/2020 6:47:10,07/11/2020,07/11/2020,Sunny,36,26,7,0,32,5,999,2013,1,31
882,12/13/2020 6:48:03,07/12/2020,07/12/2020,Sunny,42,30,9,0,23,6,996,2009,1,36
883,12/13/2020 6:48:18,07/12/2020,07/12/2020,Sunny,42,28,8,0,24,8,997,2010,1,35
884,12/13/2020 6:48:33,07/12/2020,07/12/2020,Sunny,37,29,7,0.1,40,12,997,2011,1,33
885,12/13/2020 6:48:48,07/12/2020,07/12/2020,Sunny,38,29,9,2.5,39,16,999,2012,1,33.5
886,12/13/2020 6:52:06,07/13/2020,07/13/2020,Sunny,41,30,11,0,25,6,995,2009,1,35.5
887,12/13/2020 6:52:21,07/13/2020,07/13/2020,Sunny,39,28,6,0.1,29,17,1001,2010,1,33.5
888,12/13/2020 6:52:37,07/13/2020,07/13/2020,Sunny,37,29,8,2.3,46,16,997,2011,1,33
889,12/13/2020 6:52:52,07/13/2020,07/13/2020,Sunny,37,28,10,1.6,42,16,998,2012,1,32.5
890,12/13/2020 6:53:13,07/13/2020,07/13/2020,Sunny,39,30,9,0,33,6,999,2013,1,34.5
891,12/13/2020 6:54:09,07/14/2020,07/14/2020,Sunny,41,28,9,0.1,27,8,998,2009,1,34.5
892,12/13/2020 6:54:23,07/14/2020,07/14/2020,Sunny,39,26,9,0,31,12,1002,2010,1,32.5
893,12/13/2020 6:54:39,07/14/2020,07/14/2020,partly cloudy,36,29,7,7.5,48,23,997,2011,7,32.5
894,12/13/2020 6:54:54,07/14/2020,07/14/2020,Sunny,36,27,10,1.2,42,11,998,2012,1,31.5
895,12/13/2020 6:55:15,07/14/2020,07/14/2020,Sunny,39,30,8,0.1,35,11,998,2013,1,34.5
896,12/13/2020 6:56:05,07/15/2020,07/15/2020,Sunny,42,28,10,0,18,4,997,2009,1,35
897,12/13/2020 6:56:20,07/15/2020,07/15/2020,Sunny,41,27,9,0,24,5,1002,2010,1,34
898,12/13/2020 6:56:36,07/15/2020,07/15/2020,Patchy rain possible,35,27,9,6.2,52,17,997,2011,10,31
899,12/13/2020 6:56:51,07/15/2020,07/15/2020,Sunny,35,27,8,0.9,40,26,999,2012,1,31
900,12/13/2020 6:57:11,07/15/2020,07/15/2020,Sunny,39,31,10,0.4,35,20,998,2013,1,35
901,12/13/2020 6:59:26,07/16/2020,07/16/2020,Sunny,41,28,9,0,20,5,998,2009,1,34.5
902,12/13/2020 6:59:41,07/16/2020,07/16/2020,Sunny,43,28,7,0,22,2,999,2010,1,35.5
903,12/13/2020 6:59:56,07/16/2020,07/16/2020,Sunny,32,26,8,2.7,54,14,999,2011,1,29
904,12/13/2020 7:00:11,07/16/2020,07/16/2020,Sunny,37,27,9,1.3,36,12,1002,2012,1,32
905,12/13/2020 7:00:32,07/16/2020,07/16/2020,Sunny,39,30,8,1.2,40,25,999,2013,1,34.5
906,12/13/2020 7:01:51,07/17/2020,07/17/2020,Sunny,43,28,8,0,22,4,995,2009,1,35.5
907,12/13/2020 7:02:06,07/17/2020,07/17/2020,Sunny,43,29,10,0,23,4,999,2010,1,36
908,12/13/2020 7:02:21,07/17/2020,07/17/2020,Sunny,35,26,6,1,45,9,998,2011,1,30.5
909,12/13/2020 7:02:36,07/17/2020,07/17/2020,Sunny,39,29,10,0.2,30,8,1001,2012,1,34
910,12/13/2020 7:02:57,07/17/2020,07/17/2020,Sunny,36,29,8,5.7,49,26,998,2013,1,32.5
911,12/13/2020 7:04:00,07/18/2020,07/18/2020,Sunny,42,30,11,0,29,10,997,2009,1,36
912,12/13/2020 7:04:15,07/18/2020,07/18/2020,Sunny,43,30,9,0,28,5,997,2010,1,36.5
913,12/13/2020 7:04:31,07/18/2020,07/18/2020,Sunny,35,27,6,0.3,42,10,998,2011,1,31
914,12/13/2020 7:04:46,07/18/2020,07/18/2020,Sunny,40,30,8,0.4,30,7,996,2012,1,35
915,12/13/2020 7:05:06,07/18/2020,07/18/2020,Sunny,37,29,8,3,50,17,995,2013,1,33
916,12/13/2020 7:05:56,07/19/2020,07/19/2020,Sunny,42,28,8,0.5,37,10,997,2009,1,35
917,12/13/2020 7:06:11,07/19/2020,07/19/2020,Sunny,44,31,11,0,28,9,994,2010,1,37.5
918,12/13/2020 7:06:26,07/19/2020,07/19/2020,Sunny,36,28,6,0.4,42,9,995,2011,1,32
919,12/13/2020 7:06:41,07/19/2020,07/19/2020,Sunny,39,28,11,0.4,32,5,995,2012,1,33.5
920,12/13/2020 7:07:02,07/19/2020,07/19/2020,Sunny,38,29,12,1,49,22,993,2013,1,33.5
921,12/13/2020 7:07:56,07/20/2020,07/20/2020,Sunny,43,30,10,0.1,30,11,996,2009,1,36.5
922,12/13/2020 7:08:11,07/20/2020,07/20/2020,Moderate or heavy rain shower,35,28,15,9.1,58,29,998,2010,12,31.5
923,12/13/2020 7:08:26,07/20/2020,07/20/2020,Sunny,38,29,5,0.3,36,6,993,2011,1,33.5
924,12/13/2020 7:08:41,07/20/2020,07/20/2020,Sunny,39,28,8,0.1,29,7,997,2012,1,33.5
925,12/13/2020 7:09:02,07/20/2020,07/20/2020,Patchy rain possible,33,27,12,10.3,64,29,998,2013,10,30
926,12/13/2020 7:10:16,08/01/2020,08/01/2020,Sunny,41,28,8,0,34,10,998,2009,1,34.5
927,12/13/2020 7:10:31,08/01/2020,08/01/2020,partly cloudy,34,25,7,2.3,70,22,1002,2010,7,29.5
928,12/13/2020 7:10:46,08/01/2020,08/01/2020,Sunny,37,27,8,0.3,39,4,997,2011,1,32
929,12/13/2020 7:11:01,08/01/2020,08/01/2020,Sunny,37,29,9,0.5,47,30,997,2012,1,33
930,12/13/2020 7:11:22,08/01/2020,08/01/2020,Patchy rain possible,34,28,12,10.9,61,43,997,2013,10,31
931,12/13/2020 7:12:12,08/02/2020,08/02/2020,Sunny,42,29,8,0,29,8,998,2009,1,35.5
932,12/13/2020 7:12:27,08/02/2020,08/02/2020,Patchy rain possible,36,25,3,1.1,64,24,1002,2010,10,30.5
933,12/13/2020 7:12:42,08/02/2020,08/02/2020,Sunny,37,27,7,0.1,38,6,996,2011,1,32
934,12/13/2020 7:12:57,08/02/2020,08/02/2020,Sunny,38,28,7,3.3,52,18,996,2012,1,33
935,12/13/2020 7:13:18,08/02/2020,08/02/2020,Patchy rain possible,30,27,7,4,72,56,1002,2013,10,28.5
936,12/13/2020 7:14:08,08/03/2020,08/03/2020,Sunny,42,28,7,0,23,2,997,2009,1,35
937,12/13/2020 7:14:23,08/03/2020,08/03/2020,partly cloudy,33,25,7,15.4,75,32,1001,2010,7,29
938,12/13/2020 7:14:38,08/03/2020,08/03/2020,Sunny,36,27,9,0.9,49,14,997,2011,1,31.5
939,12/13/2020 7:14:53,08/03/2020,08/03/2020,Sunny,37,28,10,2,52,20,993,2012,1,32.5
940,12/13/2020 7:15:14,08/03/2020,08/03/2020,Patchy rain possible,34,26,5,1.3,61,27,1004,2013,10,30
941,12/13/2020 7:16:02,08/04/2020,08/04/2020,Sunny,43,26,8,0,17,0,996,2009,1,34.5
942,12/13/2020 7:16:17,08/04/2020,08/04/2020,partly cloudy,34,25,4,1.3,68,30,1000,2010,7,29.5
943,12/13/2020 7:16:32,08/04/2020,08/04/2020,Sunny,34,28,9,3.2,60,34,997,2011,1,31
944,12/13/2020 7:16:48,08/04/2020,08/04/2020,partly cloudy,35,26,11,8.8,54,30,997,2012,7,30.5
945,12/13/2020 7:17:08,08/04/2020,08/04/2020,Sunny,35,28,7,0,52,19,1002,2013,1,31.5
946,12/13/2020 7:17:57,08/05/2020,08/05/2020,Sunny,43,27,8,0,17,0,995,2009,1,35
947,12/13/2020 7:18:12,08/05/2020,08/05/2020,partly cloudy,35,26,8,1,64,31,1002,2010,7,30.5
948,12/13/2020 7:18:28,08/05/2020,08/05/2020,Sunny,34,28,5,0,56,26,996,2011,1,31
949,12/13/2020 7:18:43,08/05/2020,08/05/2020,Sunny,34,25,7,1.6,53,13,1001,2012,1,29.5
950,12/13/2020 7:19:03,08/05/2020,08/05/2020,Sunny,36,29,5,1.5,49,30,1000,2013,1,32.5
951,12/13/2020 7:19:52,08/06/2020,08/06/2020,Sunny,43,28,9,0,20,4,996,2009,1,35.5
952,12/13/2020 7:20:07,08/06/2020,08/06/2020,partly cloudy,28,24,8,16.2,90,61,1005,2010,7,26
953,12/13/2020 7:20:22,08/06/2020,08/06/2020,partly cloudy,35,29,5,2.7,53,28,996,2011,7,32
954,12/13/2020 7:20:37,08/06/2020,08/06/2020,Sunny,35,25,7,1.2,47,6,1001,2012,1,30
955,12/13/2020 7:20:58,08/06/2020,08/06/2020,Moderate or heavy rain shower,33,27,9,17.2,65,31,1001,2013,12,30
956,12/13/2020 7:21:47,08/07/2020,08/07/2020,Sunny,41,30,8,0,27,13,998,2009,1,35.5
957,12/13/2020 7:22:02,08/07/2020,08/07/2020,partly cloudy,32,24,3,2.7,80,54,1005,2010,7,28
958,12/13/2020 7:22:17,08/07/2020,08/07/2020,Sunny,35,28,9,3.8,60,23,996,2011,1,31.5
959,12/13/2020 7:22:32,08/07/2020,08/07/2020,Sunny,37,26,10,0.7,39,11,1001,2012,1,31.5
960,12/13/2020 7:22:53,08/07/2020,08/07/2020,partly cloudy,32,26,8,8.6,71,35,1002,2013,7,29
961,12/13/2020 7:23:47,08/08/2020,08/08/2020,Sunny,41,28,8,0,29,15,998,2009,1,34.5
962,12/13/2020 7:24:02,08/08/2020,08/08/2020,partly cloudy,32,25,5,0,75,38,1003,2010,7,28.5
963,12/13/2020 7:24:17,08/08/2020,08/08/2020,partly cloudy,33,26,14,16.3,68,27,998,2011,7,29.5
964,12/13/2020 7:24:32,08/08/2020,08/08/2020,partly cloudy,35,27,9,3.8,58,64,1000,2012,7,31
965,12/13/2020 7:24:53,08/08/2020,08/08/2020,Sunny,34,26,8,5.9,65,29,1000,2013,1,30
966,12/13/2020 7:25:44,08/09/2020,08/09/2020,Sunny,42,28,7,0,30,20,997,2009,1,35
967,12/13/2020 7:25:59,08/09/2020,08/09/2020,partly cloudy,32,25,4,0.3,72,35,1002,2010,7,28.5
968,12/13/2020 7:26:15,08/09/2020,08/09/2020,partly cloudy,33,26,6,1.2,65,32,999,2011,7,29.5
969,12/13/2020 7:26:30,08/09/2020,08/09/2020,Sunny,37,27,8,0.3,44,16,998,2012,1,32
970,12/13/2020 7:26:51,08/09/2020,08/09/2020,Sunny,34,27,8,6.5,63,25,999,2013,1,30.5
971,12/13/2020 7:27:39,08/10/2020,08/10/2020,partly cloudy,41,29,7,0.7,34,31,998,2009,7,35
972,12/13/2020 7:27:54,08/10/2020,08/10/2020,Sunny,33,25,6,5.3,67,22,1002,2010,1,29
973,12/13/2020 7:28:09,08/10/2020,08/10/2020,partly cloudy,33,26,9,2.6,66,32,1000,2011,7,29.5
974,12/13/2020 7:28:25,08/10/2020,08/10/2020,Sunny,35,26,7,2.6,52,12,1000,2012,1,30.5
975,12/13/2020 7:28:45,08/10/2020,08/10/2020,Sunny,35,26,10,2.4,66,21,1001,2013,1,30.5
976,12/13/2020 7:29:40,08/11/2020,08/11/2020,Sunny,42,30,9,0.4,31,24,1001,2009,1,36
977,12/13/2020 7:29:54,08/11/2020,08/11/2020,Patchy rain possible,35,25,6,6.8,65,27,1002,2010,10,30
978,12/13/2020 7:30:10,08/11/2020,08/11/2020,partly cloudy,33,26,5,1.7,64,24,999,2011,7,29.5
979,12/13/2020 7:30:25,08/11/2020,08/11/2020,Sunny,35,26,7,2.2,45,10,1001,2012,1,30.5
980,12/13/2020 7:30:46,08/11/2020,08/11/2020,partly cloudy,34,27,8,1.9,62,33,1003,2013,7,30.5
981,12/13/2020 7:31:40,08/12/2020,08/12/2020,Sunny,42,27,7,0,24,1,1001,2009,1,34.5
982,12/13/2020 7:31:55,08/12/2020,08/12/2020,Patchy rain possible,34,25,8,3.5,69,29,1002,2010,10,29.5
983,12/13/2020 7:32:11,08/12/2020,08/12/2020,Sunny,32,25,9,0,68,27,999,2011,1,28.5
984,12/13/2020 7:32:26,08/12/2020,08/12/2020,Sunny,35,25,5,0.5,45,10,1002,2012,1,30
985,12/13/2020 7:32:46,08/12/2020,08/12/2020,partly cloudy,33,27,7,0.3,67,33,1002,2013,7,30
986,12/13/2020 7:33:45,08/13/2020,08/13/2020,Sunny,42,27,8,0,20,1,999,2009,1,34.5
987,,,,,,,,,,,,,,