,daymonth,year,weather,min_temp,max_temp,avg_temp,wind,humidity,cloud,pressure,rain
364,2020-03-06,2009.0,Overcast,11.0,26.0,18.5,8.0,34.0,36.0,1012.0,0
365,2020-03-06,2010.0,partly cloudy,10.0,14.0,12.0,10.0,65.0,32.0,1015.0,1
366,2020-03-06,2011.0,Patchy rain possible,11.0,22.0,16.5,9.0,41.0,42.0,1015.0,1
367,2020-03-06,2012.0,Sunny,10.0,22.0,16.0,11.0,35.0,4.0,1009.0,0
369,2020-03-06,2013.0,Sunny,14.0,27.0,20.5,11.0,33.0,0.0,1018.0,0
370,2020-03-07,2009.0,Sunny,12.0,25.0,18.5,8.0,39.0,12.0,1013.0,1
371,2020-03-07,2010.0,Sunny,9.0,23.0,16.0,7.0,63.0,20.0,1017.0,1
372,2020-03-07,2011.0,partly cloudy,8.0,21.0,14.5,8.0,50.0,29.0,1020.0,1
375,2020-03-07,2013.0,Sunny,14.0,28.0,21.0,8.0,34.0,0.0,1016.0,0
376,2020-03-08,2009.0,Sunny,11.0,23.0,17.0,8.0,35.0,32.0,1012.0,0
377,2020-03-08,2010.0,Sunny,10.0,26.0,18.0,8.0,50.0,3.0,1016.0,0
378,2020-03-08,2011.0,Sunny,7.0,22.0,14.5,10.0,55.0,5.0,1015.0,1
379,2020-03-08,2012.0,Sunny,7.0,19.0,13.0,11.0,40.0,16.0,1009.0,1
381,2020-03-08,2013.0,Sunny,15.0,28.0,21.5,12.0,27.0,6.0,1016.0,0
382,2020-03-09,2009.0,Sunny,11.0,24.0,17.5,9.0,34.0,9.0,1016.0,0
383,2020-03-09,2010.0,partly cloudy,11.0,26.0,18.5,9.0,43.0,23.0,1018.0,0
384,2020-03-09,2011.0,Sunny,8.0,23.0,15.5,8.0,50.0,8.0,1013.0,0
385,2020-03-09,2012.0,partly cloudy,7.0,19.0,13.0,9.0,32.0,22.0,1012.0,0
388,2020-03-10,2009.0,Sunny,10.0,26.0,18.0,10.0,28.0,1.0,1018.0,0
389,2020-03-10,2010.0,Sunny,12.0,27.0,19.5,9.0,39.0,1.0,1018.0,0
390,2020-03-10,2011.0,Sunny,10.0,24.0,17.0,9.0,47.0,6.0,1017.0,0
391,2020-03-10,2012.0,Sunny,8.0,20.0,14.0,10.0,32.0,7.0,1016.0,1
392,2020-03-11,2010.0,Sunny,12.0,28.0,20.0,8.0,39.0,12.0,1018.0,0
393,2020-03-11,2011.0,Sunny,9.0,25.0,17.0,7.0,45.0,2.0,1015.0,0
396,2020-03-11,2013.0,Sunny,13.0,27.0,20.0,10.0,29.0,7.0,1014.0,0
397,2020-03-12,2009.0,Sunny,11.0,29.0,20.0,8.0,24.0,2.0,1014.0,0
398,2020-03-12,2010.0,Sunny,15.0,28.0,21.5,10.0,38.0,11.0,1018.0,0
399,2020-03-12,2011.0,Sunny,11.0,26.0,18.5,8.0,41.0,14.0,1013.0,0
402,2020-03-12,2013.0,Sunny,16.0,27.0,21.5,11.0,27.0,27.0,1014.0,0
403,2020-03-13,2009.0,Sunny,13.0,30.0,21.5,9.0,21.0,14.0,1015.0,0
404,2020-03-13,2010.0,Sunny,14.0,29.0,21.5,10.0,41.0,9.0,1014.0,1
405,2020-03-13,2011.0,Sunny,12.0,28.0,20.0,9.0,41.0,7.0,1013.0,0
406,2020-03-13,2012.0,Sunny,7.0,19.0,13.0,10.0,50.0,26.0,1019.0,1
409,2020-03-14,2009.0,Sunny,13.0,30.0,21.5,8.0,21.0,15.0,1016.0,0
410,2020-03-14,2010.0,Sunny,14.0,30.0,22.0,10.0,36.0,6.0,1011.0,0
411,2020-03-14,2012.0,Sunny,9.0,21.0,15.0,9.0,42.0,7.0,1018.0,0
413,2020-03-14,2013.0,Thundery outbreaks possible,13.0,19.0,16.0,7.0,70.0,40.0,1016.0,1
414,2020-03-15,2009.0,Sunny,13.0,30.0,21.5,8.0,24.0,6.0,1013.0,0
415,2020-03-15,2010.0,Sunny,14.0,31.0,22.5,9.0,31.0,5.0,1011.0,0
416,2020-03-15,2011.0,partly cloudy,14.0,32.0,23.0,10.0,33.0,28.0,1014.0,0
417,2020-03-15,2012.0,Sunny,10.0,24.0,17.0,9.0,33.0,15.0,1016.0,0
419,2020-03-15,2013.0,Sunny,11.0,23.0,17.0,8.0,45.0,5.0,1019.0,0
420,2020-03-16,2009.0,Sunny,15.0,29.0,22.0,8.0,28.0,16.0,1012.0,0
421,2020-03-16,2010.0,Sunny,15.0,33.0,24.0,9.0,31.0,1.0,1014.0,0
422,2020-03-16,2011.0,Sunny,15.0,32.0,23.5,9.0,27.0,29.0,1012.0,0
423,2020-03-16,2012.0,Sunny,14.0,25.0,19.5,8.0,35.0,24.0,1014.0,1
425,2020-03-16,2013.0,Sunny,12.0,25.0,18.5,10.0,34.0,7.0,1018.0,0
426,2020-03-17,2009.0,Sunny,15.0,29.0,22.0,8.0,39.0,15.0,1013.0,1
427,2020-03-17,2010.0,Sunny,16.0,32.0,24.0,8.0,29.0,1.0,1018.0,0
428,2020-03-17,2011.0,Sunny,16.0,31.0,23.5,9.0,35.0,28.0,1009.0,1
429,2020-03-17,2012.0,Sunny,13.0,26.0,19.5,9.0,40.0,17.0,1013.0,1
431,2020-03-17,2013.0,Sunny,13.0,23.0,18.0,10.0,36.0,13.0,1019.0,1
432,2020-03-18,2009.0,Thundery outbreaks possible,14.0,24.0,19.0,7.0,48.0,27.0,1014.0,1
433,2020-03-18,2010.0,Sunny,16.0,33.0,24.5,9.0,30.0,6.0,1019.0,0
434,2020-03-18,2011.0,Patchy rain possible,13.0,29.0,21.0,10.0,60.0,20.0,1007.0,1
435,2020-03-18,2012.0,Sunny,15.0,29.0,22.0,10.0,33.0,11.0,1014.0,0
437,2020-03-18,2013.0,Sunny,13.0,25.0,19.0,10.0,37.0,20.0,1013.0,1
438,2020-03-19,2009.0,Sunny,14.0,28.0,21.0,7.0,43.0,20.0,1011.0,1
439,2020-03-19,2010.0,Sunny,16.0,34.0,25.0,8.0,29.0,1.0,1014.0,0
441,2020-03-19,2013.0,Sunny,14.0,28.0,21.0,9.0,35.0,9.0,1010.0,0
442,2020-03-20,2009.0,Patchy rain possible,12.0,21.0,16.5,8.0,61.0,28.0,1011.0,1
443,2020-03-20,2010.0,Sunny,17.0,35.0,26.0,8.0,30.0,12.0,1012.0,0
444,2020-03-20,2011.0,Sunny,10.0,25.0,17.5,8.0,54.0,2.0,1007.0,1
446,2020-03-20,2013.0,partly cloudy,16.0,25.0,20.5,9.0,42.0,42.0,1014.0,1
447,2020-03-21,2009.0,Sunny,10.0,25.0,17.5,8.0,47.0,8.0,1014.0,0
448,2020-03-21,2010.0,Sunny,20.0,34.0,27.0,10.0,29.0,21.0,1010.0,0
449,2020-03-21,2011.0,Sunny,10.0,26.0,18.0,10.0,45.0,1.0,1011.0,0
450,2020-03-21,2012.0,Sunny,8.0,22.0,15.0,9.0,40.0,0.0,1015.0,0
452,2020-03-21,2013.0,Sunny,14.0,27.0,20.5,12.0,43.0,14.0,1013.0,1
453,2020-03-22,2009.0,Sunny,12.0,27.0,19.5,9.0,31.0,5.0,1014.0,0
454,2020-03-22,2010.0,Sunny,19.0,34.0,26.5,10.0,32.0,11.0,1005.0,0
455,2020-03-22,2011.0,Sunny,11.0,28.0,19.5,9.0,40.0,10.0,1012.0,0
456,2020-03-22,2012.0,Sunny,11.0,25.0,18.0,10.0,30.0,3.0,1015.0,0
458,2020-03-22,2013.0,Sunny,14.0,28.0,21.0,9.0,33.0,26.0,1008.0,0
459,2020-03-23,2009.0,Sunny,13.0,28.0,20.5,10.0,32.0,25.0,1015.0,0
460,2020-03-23,2010.0,Sunny,20.0,34.0,27.0,9.0,29.0,4.0,1004.0,0
461,2020-03-23,2011.0,Sunny,12.0,30.0,21.0,10.0,38.0,7.0,1013.0,0
462,2020-03-23,2012.0,Sunny,12.0,27.0,19.5,9.0,23.0,16.0,1016.0,0
464,2020-03-23,2013.0,partly cloudy,14.0,24.0,19.0,9.0,46.0,49.0,1011.0,1
466,2020-03-24,2010.0,Sunny,17.0,34.0,25.5,9.0,26.0,6.0,1007.0,0
467,2020-03-24,2011.0,Sunny,13.0,30.0,21.5,8.0,34.0,5.0,1013.0,0
468,2020-03-24,2012.0,Sunny,13.0,28.0,20.5,12.0,28.0,11.0,1016.0,0
471,2020-03-25,2009.0,Sunny,11.0,24.0,17.5,5.0,68.0,35.0,1013.0,1
473,2020-03-25,2011.0,Sunny,14.0,31.0,22.5,9.0,34.0,3.0,1013.0,0
474,2020-03-25,2012.0,partly cloudy,17.0,27.0,22.0,9.0,34.0,45.0,1016.0,1
476,2020-03-25,2013.0,Sunny,11.0,24.0,17.5,11.0,47.0,2.0,1014.0,0
477,2020-03-26,2009.0,Sunny,12.0,26.0,19.0,9.0,51.0,10.0,1012.0,0
478,2020-03-26,2010.0,Sunny,19.0,33.0,26.0,13.0,26.0,5.0,1009.0,1
479,2020-03-26,2011.0,Sunny,14.0,31.0,22.5,9.0,48.0,8.0,1012.0,1
480,2020-03-26,2012.0,Sunny,14.0,24.0,19.0,8.0,48.0,17.0,1016.0,1
482,2020-03-26,2013.0,Sunny,13.0,26.0,19.5,7.0,36.0,31.0,1010.0,0
483,2020-03-27,2009.0,partly cloudy,14.0,25.0,19.5,8.0,53.0,26.0,1011.0,1
484,2020-03-27,2010.0,Sunny,17.0,33.0,25.0,13.0,30.0,4.0,1011.0,1
485,2020-03-27,2011.0,Sunny,14.0,28.0,21.0,11.0,49.0,17.0,1012.0,1
486,2020-03-27,2012.0,partly cloudy,14.0,26.0,20.0,10.0,33.0,32.0,1017.0,0
488,2020-03-27,2013.0,Sunny,15.0,28.0,21.5,9.0,28.0,15.0,1010.0,0
489,2020-03-28,2009.0,partly cloudy,12.0,23.0,17.5,7.0,68.0,34.0,1015.0,1
490,2020-03-28,2010.0,Sunny,18.0,33.0,25.5,11.0,28.0,12.0,1010.0,0
492,2020-03-28,2012.0,Sunny,14.0,27.0,20.5,10.0,36.0,10.0,1018.0,0
494,2020-03-28,2013.0,Sunny,15.0,27.0,21.0,13.0,33.0,9.0,1012.0,0
495,2020-03-29,2009.0,Thundery outbreaks possible,13.0,23.0,18.0,7.0,73.0,44.0,1012.0,1
496,2020-03-29,2010.0,Sunny,20.0,33.0,26.5,11.0,35.0,16.0,1009.0,1
497,2020-03-29,2011.0,Sunny,11.0,25.0,18.0,10.0,62.0,12.0,1012.0,1
498,2020-03-29,2012.0,Sunny,15.0,29.0,22.0,11.0,34.0,14.0,1014.0,0
500,2020-03-29,2013.0,Sunny,15.0,27.0,21.0,7.0,37.0,12.0,1012.0,0
501,2020-03-30,2009.0,Sunny,12.0,26.0,19.0,9.0,54.0,7.0,1013.0,0
502,2020-03-30,2010.0,Sunny,17.0,31.0,24.0,11.0,35.0,5.0,1007.0,1
503,2020-03-30,2011.0,Sunny,12.0,25.0,18.5,8.0,50.0,9.0,1014.0,1
504,2020-03-30,2012.0,Sunny,17.0,32.0,24.5,9.0,27.0,8.0,1009.0,0
506,2020-03-30,2013.0,Sunny,15.0,28.0,21.5,9.0,39.0,7.0,1009.0,0
507,2020-04-01,2009.0,Sunny,13.0,28.0,20.5,7.0,34.0,14.0,1010.0,0
508,2020-04-01,2010.0,Sunny,16.0,31.0,23.5,10.0,22.0,8.0,1008.0,0
509,2020-04-01,2011.0,Sunny,12.0,24.0,18.0,10.0,54.0,16.0,1012.0,1
510,2020-04-01,2012.0,Sunny,20.0,30.0,25.0,12.0,27.0,18.0,1015.0,1
512,2020-04-01,2013.0,Sunny,17.0,28.0,22.5,11.0,42.0,12.0,1011.0,1
513,2020-04-02,2009.0,Sunny,16.0,29.0,22.5,10.0,46.0,24.0,1010.0,1
514,2020-04-02,2010.0,Sunny,17.0,31.0,24.0,10.0,28.0,12.0,1009.0,1
515,2020-04-02,2011.0,Sunny,11.0,24.0,17.5,10.0,61.0,22.0,1014.0,1
516,2020-04-02,2012.0,Sunny,19.0,31.0,25.0,10.0,39.0,11.0,1014.0,1
518,2020-04-02,2013.0,partly cloudy,15.0,27.0,21.0,12.0,45.0,33.0,1014.0,1
519,2020-04-03,2009.0,Sunny,15.0,27.0,21.0,7.0,53.0,18.0,1012.0,1
520,2020-04-03,2010.0,Sunny,15.0,30.0,22.5,9.0,36.0,19.0,1013.0,1
521,2020-04-03,2011.0,Sunny,10.0,24.0,17.0,8.0,50.0,13.0,1014.0,1
522,2020-04-03,2012.0,Sunny,18.0,30.0,24.0,10.0,39.0,7.0,1015.0,1
524,2020-04-03,2013.0,Sunny,15.0,27.0,21.0,11.0,35.0,11.0,1013.0,1
525,2020-04-04,2009.0,Sunny,15.0,30.0,22.5,12.0,35.0,6.0,1013.0,0
526,2020-04-04,2010.0,Sunny,16.0,32.0,24.0,10.0,34.0,5.0,1013.0,1
527,2020-04-04,2011.0,Patchy rain possible,9.0,23.0,16.0,12.0,52.0,30.0,1014.0,1
528,2020-04-04,2012.0,Sunny,18.0,32.0,25.0,10.0,32.0,2.0,1012.0,1
530,2020-04-04,2013.0,Sunny,14.0,26.0,20.0,13.0,36.0,2.0,1011.0,1
531,2020-04-05,2009.0,Sunny,14.0,28.0,21.0,8.0,39.0,17.0,1012.0,0
532,2020-04-05,2010.0,Sunny,16.0,31.0,23.5,12.0,28.0,5.0,1013.0,1
533,2020-04-05,2011.0,Sunny,11.0,24.0,17.5,9.0,51.0,19.0,1016.0,1
534,2020-04-05,2012.0,Sunny,19.0,32.0,25.5,11.0,30.0,5.0,1010.0,1
536,2020-04-05,2013.0,Sunny,14.0,27.0,20.5,12.0,26.0,1.0,1009.0,0
537,2020-04-06,2009.0,Patchy light drizzle,14.0,18.0,16.0,10.0,66.0,38.0,1011.0,1
538,2020-04-06,2010.0,Sunny,15.0,34.0,24.5,12.0,22.0,2.0,1012.0,0
539,2020-04-06,2011.0,Sunny,10.0,25.0,17.5,8.0,39.0,21.0,1016.0,0
540,2020-04-06,2012.0,Sunny,18.0,30.0,24.0,11.0,30.0,15.0,1009.0,1
542,2020-04-06,2013.0,Sunny,14.0,29.0,21.5,12.0,22.0,12.0,1009.0,0
543,2020-04-07,2009.0,Patchy rain possible,13.0,25.0,19.0,6.0,56.0,41.0,1011.0,1
544,2020-04-07,2010.0,Sunny,17.0,35.0,26.0,11.0,19.0,14.0,1012.0,0
545,2020-04-07,2011.0,Sunny,10.0,27.0,18.5,9.0,32.0,1.0,1016.0,0
546,2020-04-07,2012.0,Sunny,18.0,30.0,24.0,11.0,36.0,20.0,1009.0,1
548,2020-04-07,2013.0,Sunny,17.0,30.0,23.5,12.0,25.0,22.0,1009.0,0
549,2020-04-08,2009.0,partly cloudy,13.0,18.0,15.5,9.0,73.0,43.0,1010.0,1
550,2020-04-08,2010.0,Sunny,18.0,36.0,27.0,11.0,20.0,16.0,1014.0,0
551,2020-04-08,2011.0,Sunny,11.0,28.0,19.5,9.0,32.0,17.0,1014.0,0
552,2020-04-08,2012.0,Sunny,19.0,31.0,25.0,10.0,36.0,17.0,1009.0,1
554,2020-04-08,2013.0,Sunny,17.0,30.0,23.5,12.0,33.0,18.0,1009.0,1
555,2020-04-09,2009.0,Sunny,12.0,24.0,18.0,6.0,58.0,22.0,1015.0,1
556,2020-04-09,2010.0,Sunny,21.0,34.0,27.5,13.0,25.0,12.0,1010.0,1
557,2020-04-09,2011.0,Sunny,14.0,27.0,20.5,7.0,33.0,29.0,1015.0,0
558,2020-04-09,2012.0,Sunny,17.0,30.0,23.5,11.0,45.0,17.0,1009.0,1
560,2020-04-09,2013.0,Sunny,17.0,32.0,24.5,11.0,35.0,18.0,1010.0,1
561,2020-04-10,2009.0,Sunny,12.0,27.0,19.5,10.0,45.0,8.0,1014.0,0
562,2020-04-10,2010.0,Sunny,19.0,36.0,27.5,9.0,25.0,7.0,1005.0,0
563,2020-04-10,2011.0,Thundery outbreaks possible,15.0,27.0,21.0,11.0,53.0,41.0,1017.0,1
564,2020-04-10,2012.0,Moderate or heavy rain shower,18.0,27.0,22.5,11.0,59.0,27.0,1008.0,1
566,2020-04-10,2013.0,Sunny,18.0,28.0,23.0,8.0,37.0,23.0,1011.0,1
567,2020-04-11,2009.0,Sunny,16.0,28.0,22.0,9.0,46.0,18.0,1011.0,1
568,2020-04-11,2010.0,Sunny,22.0,37.0,29.5,11.0,24.0,22.0,1005.0,1
569,2020-04-11,2011.0,Sunny,13.0,27.0,20.0,11.0,61.0,23.0,1016.0,1
570,2020-04-11,2012.0,Thundery outbreaks possible,17.0,25.0,21.0,8.0,57.0,31.0,1009.0,1
572,2020-04-11,2013.0,Sunny,17.0,30.0,23.5,9.0,34.0,6.0,1010.0,0
573,2020-04-12,2009.0,Sunny,16.0,32.0,24.0,8.0,46.0,11.0,1011.0,1
574,2020-04-12,2010.0,Sunny,22.0,34.0,28.0,9.0,35.0,9.0,1007.0,1
575,2020-04-12,2011.0,Sunny,15.0,28.0,21.5,7.0,47.0,12.0,1013.0,1
576,2020-04-12,2012.0,Sunny,15.0,26.0,20.5,9.0,46.0,10.0,1009.0,1
578,2020-04-12,2013.0,Sunny,18.0,31.0,24.5,8.0,32.0,7.0,1010.0,0
579,2020-04-13,2009.0,Sunny,17.0,29.0,23.0,9.0,38.0,12.0,1009.0,0
580,2020-04-13,2010.0,Sunny,19.0,36.0,27.5,13.0,24.0,0.0,1009.0,0
581,2020-04-13,2011.0,Sunny,15.0,30.0,22.5,8.0,44.0,5.0,1012.0,1
582,2020-04-13,2012.0,Sunny,16.0,27.0,21.5,9.0,49.0,27.0,1009.0,1
584,2020-04-13,2013.0,Sunny,18.0,32.0,25.0,9.0,27.0,6.0,1011.0,1
585,2020-04-14,2009.0,Sunny,19.0,33.0,26.0,10.0,37.0,25.0,1008.0,1
586,2020-04-14,2010.0,Sunny,18.0,38.0,28.0,10.0,18.0,5.0,1008.0,0
587,2020-04-14,2011.0,Sunny,15.0,31.0,23.0,8.0,39.0,4.0,1011.0,0
588,2020-04-14,2012.0,Sunny,15.0,23.0,19.0,10.0,57.0,21.0,1013.0,1
590,2020-04-14,2013.0,Sunny,18.0,31.0,24.5,10.0,30.0,9.0,1010.0,1
591,2020-04-15,2009.0,partly cloudy,17.0,23.0,20.0,10.0,54.0,35.0,1011.0,1
592,2020-04-15,2010.0,Sunny,20.0,39.0,29.5,12.0,17.0,24.0,1009.0,0
593,2020-04-15,2011.0,Sunny,18.0,30.0,24.0,9.0,46.0,30.0,1010.0,1
594,2020-04-15,2012.0,Sunny,14.0,26.0,20.0,11.0,40.0,12.0,1012.0,1
596,2020-04-15,2013.0,Sunny,19.0,32.0,25.5,10.0,29.0,6.0,1006.0,0
597,2020-04-16,2009.0,Sunny,15.0,30.0,22.5,9.0,37.0,4.0,1010.0,0
598,2020-04-16,2010.0,Sunny,23.0,39.0,31.0,11.0,20.0,25.0,1009.0,0
599,2020-04-16,2011.0,Sunny,15.0,29.0,22.0,7.0,56.0,37.0,1012.0,1
600,2020-04-16,2012.0,Sunny,15.0,27.0,21.0,8.0,47.0,22.0,1010.0,1
602,2020-04-16,2013.0,Sunny,18.0,29.0,23.5,12.0,43.0,6.0,1004.0,1
603,2020-04-17,2009.0,Sunny,15.0,31.0,23.0,11.0,29.0,7.0,1009.0,0
604,2020-04-17,2010.0,Sunny,22.0,39.0,30.5,10.0,22.0,15.0,1006.0,0
605,2020-04-17,2012.0,Sunny,18.0,27.0,22.5,8.0,49.0,16.0,1008.0,1
607,2020-04-17,2013.0,Sunny,16.0,30.0,23.0,11.0,25.0,4.0,1004.0,0
608,2020-04-18,2009.0,Sunny,16.0,33.0,24.5,12.0,27.0,2.0,1008.0,0
609,2020-04-18,2010.0,Sunny,23.0,37.0,30.0,13.0,37.0,19.0,1004.0,1
610,2020-04-18,2011.0,partly cloudy,13.0,25.0,19.0,9.0,62.0,30.0,1011.0,1
612,2020-04-18,2013.0,Sunny,17.0,31.0,24.0,11.0,25.0,2.0,1006.0,1
613,2020-04-19,2009.0,Sunny,17.0,35.0,26.0,11.0,27.0,17.0,1008.0,0
614,2020-04-19,2010.0,Sunny,21.0,37.0,29.0,12.0,37.0,5.0,1003.0,1
615,2020-04-19,2011.0,Sunny,12.0,28.0,20.0,10.0,49.0,8.0,1011.0,1
616,2020-04-19,2012.0,partly cloudy,19.0,27.0,23.0,10.0,45.0,40.0,1009.0,0
618,2020-04-19,2013.0,Sunny,18.0,32.0,25.0,13.0,25.0,6.0,1007.0,1
619,2020-04-20,2009.0,Sunny,21.0,34.0,27.5,11.0,29.0,7.0,1006.0,1
620,2020-04-20,2010.0,Sunny,21.0,37.0,29.0,13.0,30.0,8.0,1003.0,0
621,2020-04-20,2011.0,Sunny,14.0,28.0,21.0,8.0,55.0,14.0,1010.0,1
622,2020-04-20,2012.0,partly cloudy,19.0,26.0,22.5,9.0,44.0,36.0,1011.0,1
625,2020-04-21,2009.0,Sunny,18.0,30.0,24.0,11.0,36.0,14.0,1004.0,1
626,2020-04-21,2010.0,Sunny,20.0,31.0,25.5,11.0,32.0,13.0,1006.0,0
627,2020-04-21,2011.0,Sunny,15.0,29.0,22.0,7.0,55.0,17.0,1010.0,1
628,2020-04-21,2012.0,Sunny,17.0,28.0,22.5,10.0,51.0,7.0,1012.0,1
630,2020-04-21,2013.0,Sunny,16.0,28.0,22.0,12.0,43.0,19.0,1010.0,1
631,2020-04-22,2009.0,Sunny,16.0,32.0,24.0,10.0,26.0,1.0,1008.0,0
632,2020-04-22,2010.0,Sunny,19.0,32.0,25.5,8.0,27.0,13.0,1010.0,1
633,2020-04-22,2011.0,Sunny,15.0,32.0,23.5,6.0,45.0,2.0,1009.0,0
634,2020-04-22,2012.0,Sunny,17.0,27.0,22.0,9.0,47.0,22.0,1008.0,1
636,2020-04-22,2013.0,Sunny,16.0,29.0,22.5,11.0,40.0,12.0,1012.0,1
637,2020-04-23,2009.0,Sunny,15.0,32.0,23.5,10.0,19.0,8.0,1012.0,0
638,2020-04-23,2010.0,Sunny,17.0,33.0,25.0,13.0,24.0,3.0,1011.0,0
639,2020-04-23,2011.0,Sunny,16.0,33.0,24.5,8.0,34.0,0.0,1008.0,0
640,2020-04-23,2012.0,partly cloudy,17.0,28.0,22.5,6.0,45.0,28.0,1008.0,1
642,2020-04-23,2013.0,Sunny,18.0,30.0,24.0,8.0,37.0,10.0,1012.0,1
643,2020-04-24,2009.0,Sunny,16.0,32.0,24.0,12.0,18.0,3.0,1012.0,0
644,2020-04-24,2010.0,Sunny,17.0,34.0,25.5,10.0,22.0,1.0,1009.0,0
645,2020-04-24,2011.0,Sunny,17.0,36.0,26.5,8.0,29.0,0.0,1007.0,0
646,2020-04-24,2012.0,Sunny,18.0,29.0,23.5,7.0,38.0,14.0,1009.0,1
648,2020-04-24,2013.0,Sunny,19.0,31.0,25.0,10.0,36.0,11.0,1012.0,1
649,2020-04-25,2009.0,Sunny,16.0,34.0,25.0,11.0,17.0,7.0,1013.0,0
650,2020-04-25,2010.0,Sunny,19.0,36.0,27.5,10.0,21.0,1.0,1008.0,0
651,2020-04-25,2011.0,Sunny,18.0,38.0,28.0,9.0,26.0,0.0,1006.0,0
652,2020-04-25,2012.0,Sunny,19.0,29.0,24.0,7.0,38.0,22.0,1009.0,1
654,2020-04-25,2013.0,Sunny,19.0,31.0,25.0,11.0,32.0,18.0,1012.0,1
655,2020-04-26,2009.0,Sunny,18.0,35.0,26.5,9.0,17.0,25.0,1012.0,0
656,2020-04-26,2010.0,Sunny,20.0,37.0,28.5,11.0,22.0,13.0,1011.0,0
657,2020-04-26,2011.0,Sunny,19.0,38.0,28.5,8.0,26.0,0.0,1007.0,0
658,2020-04-26,2012.0,Thundery outbreaks possible,19.0,27.0,23.0,7.0,45.0,33.0,1012.0,1
660,2020-04-26,2013.0,Sunny,21.0,31.0,26.0,10.0,33.0,20.0,1011.0,1
661,2020-04-27,2009.0,Sunny,21.0,35.0,28.0,9.0,24.0,16.0,1010.0,0
662,2020-04-27,2010.0,Sunny,21.0,35.0,28.0,10.0,42.0,22.0,1011.0,1
663,2020-04-27,2011.0,Sunny,20.0,37.0,28.5,9.0,25.0,0.0,1007.0,0
664,2020-04-27,2012.0,Sunny,17.0,28.0,22.5,9.0,45.0,16.0,1009.0,1
666,2020-04-27,2013.0,partly cloudy,18.0,30.0,24.0,13.0,40.0,19.0,1012.0,1
667,2020-04-28,2009.0,Sunny,20.0,36.0,28.0,10.0,26.0,8.0,1009.0,0
668,2020-04-28,2010.0,Sunny,21.0,35.0,28.0,9.0,43.0,17.0,1010.0,1
669,2020-04-28,2011.0,Sunny,20.0,36.0,28.0,11.0,30.0,3.0,1005.0,1
670,2020-04-28,2012.0,partly cloudy,18.0,24.0,21.0,8.0,54.0,34.0,1006.0,1
672,2020-04-28,2013.0,Sunny,18.0,30.0,24.0,10.0,32.0,14.0,1009.0,0
673,2020-04-29,2009.0,Sunny,21.0,37.0,29.0,11.0,22.0,13.0,1009.0,0
674,2020-04-29,2010.0,Sunny,21.0,37.0,29.0,10.0,30.0,5.0,1009.0,0
675,2020-04-29,2011.0,Sunny,19.0,33.0,26.0,11.0,38.0,9.0,1005.0,1
676,2020-04-29,2012.0,Sunny,17.0,26.0,21.5,11.0,46.0,22.0,1006.0,1
